Site,Phase,Taxon,Family,Genus,Domestic_Wild,Proportion_per_Phase,Ubquity,Period
Kastanas,K-5,Pyrus sp. L.,Rosaceae,Pyrus,W,0,67,Late Bronze-Iron Age
Kastanas,K-5,Quercus sp.,Fagaceae,Quercus,W,0,67,Late Bronze-Iron Age
Kastanas,K-5,Ranunculaceae indet.,Ranunculaceae,-,W,0,67,Late Bronze-Iron Age
Kastanas,K-5,Rosaceae indeterminate,Rosaceae,-,W,0,33,Late Bronze-Iron Age
Kastanas,K-5,Rubus fruticosus agg.,Rosaceae,Rubus,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Rubus fruticosus uncarbonized,Rosaceae,Rubus,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Sambucus ebulus L. uncarbonized,Caprifoliaceae,Sambucus,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Sambucus ebulus L.,Caprifoliaceae,Sambucus,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Scrophulariaceae indeterminate,Scrophulariaceae,-,W,0,33,Late Bronze-Iron Age
Kastanas,K-5,Secale cereale grains,Poaceae,Secale,D,0,33,Late Bronze-Iron Age
Kastanas,K-5,Setaria glauca (L.) P. Beauv.,Poaceae,Setaria,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Setaria italica (L.) P. Beauv.,Poaceae,Setaria,D,0,100,Late Bronze-Iron Age
Kastanas,K-5,Setaria viridis (L.) P. Beauv.,Poaceae,Setaria,W,1,100,Late Bronze-Iron Age
Kastanas,K-5,Solanum nigrum L.,Solanaceae,Solanum,W,1,100,Late Bronze-Iron Age
Kastanas,K-5,Teucrium chamaedrys L.,Lamiaceae,Teucrium,W,0,67,Late Bronze-Iron Age
Kastanas,K-5,Triticum species free threshing wheat hexaploid rachis,Poaceae,Triticum,D,0,33,Late Bronze-Iron Age
Kastanas,K-5,Trifolium type,Fabaceae,Trifolium,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum spelta glume bases,Poaceae,Triticum,D,1,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum dicoccum grains,Poaceae,Triticum,D,1,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum dicoccum glume bases,Poaceae,Triticum,D,3,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,0,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum monococcum glume bases,Poaceae,Triticum,D,2,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,100,Late Bronze-Iron Age
Kastanas,K-5,Triticum spelta grains,Poaceae,Triticum,D,1,100,Late Bronze-Iron Age
Kastanas,K-5,Apiaceae indeterminate,Apiaceae,-,W,0,33,Late Bronze-Iron Age
Kastanas,K-5,Ventenata dubia Cosson,Poaceae,Ventenata,W,0,33,Late Bronze-Iron Age
Kastanas,K-5,Verbena officinalis L.,Verbenaceae,Verbena,W,0,100,Late Bronze-Iron Age
Kastanas,K-5,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,100,Late Bronze-Iron Age
Kastanas,K-5,Vicia faba L.,Fabaceae,Vicia,D,0,100,Late Bronze-Iron Age
Kastanas,K-5,Vicia type,Fabaceae,Vicia,W,0,67,Late Bronze-Iron Age
Kastanas,K-5,Vitis vinifera L. pips,Vitaceae,Vitis,D,0,100,Late Bronze-Iron Age
Kastanas,K-5,Vitis vinifera L. pips uncarbonized,Vitaceae,Vitis,D,0,67,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Astragalus sp.,Fabaceae,Astragalus,W,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Carex sp.,Cyperaceae,Carex,W,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Cereal indeterminate grains,Poaceae,-,D,0,30,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Poaceae indet.,Poaceae,-,W,0,15,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Heliotropium L. sp.,Boraginaceae,Heliotropium,W,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Hordeum distichum/vulgare grain,Poaceae,Hordeum,D,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Hordeum sp. rachis internodes,Poaceae,Hordeum,W,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,indeterminata,-,-,W,0,40,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Fabaceae indet.,Fabaceae,-,W,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Fabaceae sat. indet.,Fabaceae,-,D,0,20,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Lens sp.,Fabaceae,Lens,D,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Malva sp.,Malvaceae,Malva,W,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Neslia sp.,Brassicaceae,Neslia,W,0,15,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Onobrychis sp.,Fabaceae,Onobrychis,W,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Pisum sp.,Fabaceae,Pisum,W,0,15,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Rumex sp.,Polygonaceae,Rumex,W,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Triticum species indeterminate free threshing wheat rachis,Poaceae,Triticum,D,0,15,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,0,5,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,10,Late Bronze-Iron Age
Kenan Tepe,KT_LB_IA,Vitis sp.,Vitaceae,Vitis,W,0,30,Late Bronze-Iron Age
Kusakli,KUS-IB,Bromus arvensis type,Poaceae,Bromus,W,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Caryophyllaceae indet.,Caryophyllaceae,-,W,2,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Cereal indeterminate grains,Poaceae,-,D,13,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Chara sp.,Characeae,Chara,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Chenopodium sp.,Chenopodiaceae,Chenopodium,W,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Asteraceae indet.,Asteraceae,-,W,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Poaceae indet.,Poaceae,-,W,3,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Hordeum distichum/vulgare rachis,Poaceae,Hordeum,D,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,6,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Lathyrus sativus L.,Fabaceae,Lathyrus,D,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Fabaceae sat. indet.,Fabaceae,-,D,2,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Lens culinaris Medik.,Fabaceae,Lens,D,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Lolium sp.,Poaceae,Lolium,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Lolium temulentum L.,Poaceae,Lolium,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Malva sp.,Malvaceae,Malva,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Polygonaceae indet.,Polygonaceae,-,W,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Rubiaceae indeterminate,Rubiaceae,-,W,2,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Rumex crispus L.,Polygonaceae,Rumex,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Rumex sp.,Polygonaceae,Rumex,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Setaria italica (L.) P. Beauv.,Poaceae,Setaria,D,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Silene type,Caryophyllaceae,Silene,W,1,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Teucrium sp.,Lamiaceae,Teucrium,W,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Triticum species free threshing wheat hexaploid rachis,Poaceae,Triticum,D,0,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Trifolium type,Fabaceae,Trifolium,W,2,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Triticum dicoccum grains,Poaceae,Triticum,D,2,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Triticum dicoccum glume bases,Poaceae,Triticum,D,3,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,3,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Triticum monococcum glume bases,Poaceae,Triticum,D,48,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,2,0,Late Bronze-Iron Age
Kusakli,KUS-IB,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,2,0,Late Bronze-Iron Age
Megiddo,MEG_LBA/IA_I,Olea europaea L.,Oleaceae,Olea,D,93,,Late Bronze-Iron Age
Megiddo,MEG_LBA/IA_I,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,7,,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Cereal indeterminate chaff,Poaceae,-,D,3,23,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Cereal indeterminate grains,Poaceae,-,D,22,69,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,34,54,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Lathyrus sativus L.,Fabaceae,Lathyrus,D,6,8,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Fabaceae indet.,Fabaceae,-,W,4,23,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Lens culinaris Medik.,Fabaceae,Lens,D,1,15,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Olea europaea L.,Oleaceae,Olea,D,4,23,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Triticum dicoccum grains,Poaceae,Triticum,D,2,23,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Triticum species indeterminate free threshing wheat grains,Poaceae,Triticum,D,9,38,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,0,8,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,4,31,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0,8,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Vicia faba L.,Fabaceae,Vicia,D,7,8,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Vitis vinifera L. pips,Vitaceae,Vitis,D,3,31,Late Bronze-Iron Age
Tell Afis,TAF-LBA_IA,Vitis vinfera L. stalks,Vitaceae,Vitis,D,0,8,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Ficus carica L.,Moraceae,Ficus,D,7,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Galium sp.,Rubiaceae,Galium,W,7,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Poaceae indet.,Poaceae,-,W,5,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Hordeum distichum/vulgare grain,Poaceae,Hordeum,D,8,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,8,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Fabaceae indet.,Fabaceae,-,W,7,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Lens culinaris Medik.,Fabaceae,Lens,D,18,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Malva sp.,Malvaceae,Malva,W,5,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Phalaris sp.,Poaceae,Phalaris,W,3,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Pisum sativum L.,Fabaceae,Pisum,D,2,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Triticum dicoccum grains,Poaceae,Triticum,D,3,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,5,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Triticum monococcum grains (1/2g),Poaceae,Triticum,D,10,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,7,,Late Bronze-Iron Age
Tell el-Hayyat,TEHAY_PBA,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,5,,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Adonis sp.,Ranunculaceae,Adonis,W,0.2275312856,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Androsace maxima L.,Primulaceae,Androsace,W,0.2275312856,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Avena sp.,Poaceae,Avena,W,0.3412969283,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Bromus sp.,Poaceae,Bromus,W,0.2275312856,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Chenopodium cf. album,Chenopodiaceae,Chenopodium,W,0.6825938567,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Asteraceae indet.,Asteraceae,-,W,0.5688282139,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Coronilla scorpioides (L.) Koch,Fabaceae,Coronilla,W,8.1911262799,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Echinaria spp.,Poaceae,Echinaria,W,0.2275312856,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Galium sp.,Rubiaceae,Galium,W,0.4550625711,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Poaceae indet. small,Poaceae,-,W,3.7542662116,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Hippocrepis sp.,Fabaceae,Hippocrepis,W,1.4789533561,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Hordeum distichum rachis ,Poaceae,Hordeum,D,8.9874857793,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Hordeum distichum/vulgare grain (hulled),Poaceae,Hordeum,D,2.8441410694,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Hordeum sp. grains,Poaceae,Hordeum,W,5.8020477816,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,indeterminata,-,-,W,24.1183162685,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Lathyrus sativus L.,Fabaceae,Lathyrus,D,0.2275312856,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Fabaceae indeterminate large,Fabaceae,-,W,0.5688282139,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Fabaceae indeterminate small,Fabaceae,-,W,13.0830489192,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Lithospermum tenuiflorum,Boraginaceae,Lithospermum,W,0.1137656428,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Lolium sp.,Poaceae,Lolium,W,6.4846416382,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Lolium temulentum L.,Poaceae,Lolium,W,1.9340159272,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Phalaris sp.,Poaceae,Phalaris,W,1.1376564278,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Plantago sp.,Plantaginaceae,Plantago,W,0.4550625711,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Polygonaceae (endosperm),Polygonaceae,-,W,0.1137656428,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Silene conica L.,Caryophyllaceae,Silene,W,4.4368600683,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Thymelaea sp.,Thymelaeaceae,Thymelaea,W,0.1137656428,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Triticum boeoticum/dicoccoides,Poaceae,Triticum,W,0.1137656428,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Trigonella astroites Fisch. & Mey.,Fabaceae,Trigonella,W,0.3412969283,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Triticum species indeterminate glume wheat glume bases,Poaceae,Triticum,D,0.3412969283,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Trigonella type,Fabaceae,Trigonella,W,0.3412969283,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Triticum dicoccum grains,Poaceae,Triticum,D,0.7963594994,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Triticum species free threshing wheat hexaploid grains,Poaceae,Triticum,D,3.0716723549,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Triticum species indeterminate free threshing wheat rachis,Poaceae,Triticum,D,7.3947667804,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Vicia ervilia (L.) Willd.,Fabaceae,Vicia,D,0.2275312856,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Vicia/Lathyrus,Fabaceae,Vicia/Lathyrus,W,0.1137656428,100,Late Bronze-Iron Age
Tell Nebi Mend (Kadesh),TNM_LBA/EIA,Vitis vinifera L. pips,Vitaceae,Vitis,D,0.4550625711,100,Late Bronze-Iron Age
Tell Qiri,TQI,Olea europaea L.,Oleaceae,Olea,D,51,83,Late Bronze-Iron Age
Tell Qiri,TQI,Olea europaea L. wood,Oleaceae,Olea,D,9,17,Late Bronze-Iron Age
Tell Qiri,TQI,Pistacia palaestina wood,Anacardiaceae,Pistacia,W,2,3,Late Bronze-Iron Age
Tell Qiri,TQI,Pisum sp.,Fabaceae,Pisum,W,2,3,Late Bronze-Iron Age
Tell Qiri,TQI,Populus euphratica wood,Salicaceae,Populus,W,2,3,Late Bronze-Iron Age
Tell Qiri,TQI,Punica granatum L.,Punicaceae,Punica,D,12,20,Late Bronze-Iron Age
Tell Qiri,TQI,Quercus calliprinos L. wood,Fagaceae,Quercus,W,9,14,Late Bronze-Iron Age
Tell Qiri,TQI,Triticum species indeterminate fr thr/gl wheat grains,Poaceae,Triticum,D,5,9,Late Bronze-Iron Age
Tell Qiri,TQI,Vicia sp.,Fabaceae,Vicia,D,9,14,Late Bronze-Iron Age
Akrotiri,AK,Chrysanthemum segetum,Asteraceae,Chrysanthemum,W,0,0,Late Bronze Age
Akrotiri,AK,Coriandrum sativum,Apiaceae,Coriandrum,D,0,0,Late Bronze Age
Akrotiri,AK,Ficus carica L.,Moraceae,Ficus,D,0,0,Late Bronze Age
Akrotiri,AK,Hordeum vulgare vulgare grain (hulled),Poaceae,Hordeum,D,0,0,Late Bronze Age
Akrotiri,AK,Hordeum distichum grain (hulled),Poaceae,Hordeum,D,0,0,Late Bronze Age
Akrotiri,AK,Juncus sp.,Juncaceae,Juncus,W,0,0,Late Bronze Age
Akrotiri,AK,Lathyrus cicera/sativus,Fabaceae,Lathyrus,D,0,0,Late Bronze Age
Akrotiri,AK,Lathyrus clymenum L.,Fabaceae,Lathyrus,W,0,0,Late Bronze Age
Akrotiri,AK,Lens culinaris Medik.,Fabaceae,Lens,D,0,0,Late Bronze Age
Akrotiri,AK,Olea europaea L.,Oleaceae,Olea,D,0,0,Late Bronze Age
Akrotiri,AK,Pisum sativum L.,Fabaceae,Pisum,D,0,0,Late Bronze Age
Akrotiri,AK,Sagittaria sagittifolia L.,Alismataceae,Sagittaria,W,0,0,Late Bronze Age
Akrotiri,AK,Schoenus nigricans L.,Cyperaceae,Schoenus,W,0,0,Late Bronze Age
Akrotiri,AK,Sherardia arvensis L.,Rubiaceae,Sherardia,W,0,0,Late Bronze Age
